alias,positive_emotion_all_lemma_count_Shannons,positive_emotion_unique_count_Shannons,unique positive emotion lemmas_Shannons,positive_diversity_lem,negative_emotion_all_lemma_count_Shannons,negative_emotion_unique_count_Shannons,unique negative emotion lemmas_Shannons,negative_diversity_lem,connectionId,posemo_person_avg,negemo_person_avg,Mental_mean
!hpoj yzmt,1077,48,"['energiek', 'gelukkig', 'gemak', 'moed', 'gezellig', 'warm', 'vieren', 'troosten', 'verrassing', 'vrij', 'plezier', 'interessant', 'rustgevend', 'lekker', 'chill', 'goed', 'nice', 'leuk', 'voldoen', 'fijn', 'ontspanning', 'viering', 'energie', 'wakker', 'blij', 'verrassen', 'normaal', 'ontspannen', 'ça_va', 'liefde', 'hopen', 'motivatie', 'zeker', 'genieten', 'rust', 'uit_rusten', 'comfortabel', 'motivering', 'deugd', 'plezant', 'spannend', 'oké', 'rustig', 'vriendelijk', 'geweldig', 'uit_kijken', 'geluk', 'zin']",2.385867788,230,30,"['moeizaam', 'moeheid', 'stressen', 'op_jagen', 'bang', 'gek', 'stress', 'vermoeidheid', 'beu', 'saai', 'missen', 'bad', 'hongerig', 'erg', 'stressvol', 'raken', 'ziek', 'heftig', 'moe', 'vermoeiend', 'honger', 'twijfelen', 'belabberd', 'onduidelijk', 'kwaad', 'af_wachten', 'uit_sluiten', 'af_leiden', 'slecht', 'minderen']",1.880719862,231758,3.119565217,0.268768116,21
!hupd ujak,1475,96,"['content', 'energiek', 'focussen', 'gelukkig', 'verbinden', 'gemak', 'gezellig', 'warm', 'vrij', 'plezier', 'interessant', 'boeien', 'luchtig', 'evenwicht', 'gerust', 'affectie', 'ontstressen', 'lekker', 'chill', 'overtuigen', 'goed', 'nice', 'interesse', 'leuk', 'voldoen', 'vertrouwen', 'excitement', 'fijn', 'succesvol', 'op_warmen', 'energie', 'grappig', 'gezelschap', 'wakker', 'good', 'luimen', 'blij', 'focus', 'normaal', 'balanceren', 'actief', 'prima', 'ontspannen', 'lief', 'chillen', 'connectie', 'ça_va', 'geliefd', 'fier', 'amuseren', 'dankbaar', 'beleven', 'bevestigen', 'voorzichtig', 'hopen', 'hoop', 'nonchalant', 'concentreren', 'zeker', 'top', 'genieten', 'rust', 'uit_rusten', 'comfortabel', 'sukkelen', 'animeren', 'zorgeloos', 'respect', 'aangenaam', 'tof', 'positief', 'veilig', 'trots', 'contentheid', 'concentratie', 'ontspannend', 'bon', 'duidelijkheid', 'energy', 'ondersteunen', 'motiveren', 'warmte', 'spannend', 'vrijheid', 'oké', 'comfort', 'relaxen', 'rustig', 'vriendelijk', 'tevreden', 'uit_kijken', 'geluk', 'zelfzeker', 'productief', 'opluchting', 'zin']",3.110630007,385,98,"['rot', 'stresserend', 'onrespectvol', 'slecht_gezind', 'jaloers', 'stressen', 'ongelukkig', 'verwarrend', 'aan_doen', 'knagen', 'angst', 'op_jagen', 'ongerustheid', 'pijn', 'boring', 'gek', 'negatief', 'ongeluk', 'miserabel', 'triestig', 'ongemakkelijkheid', 'verdoven', 'oncomfortabel', 'stress', 'vermoeidheid', 'hulpeloos', 'nerveus', 'teleurstellend', 'vechten', 'dwingen', 'verliezen', 'saai', 'teleur_stellen', 'missen', 'frustratie', 'weg_gooien', 'down', 'slaperig', 'boosheid', 'spijt', 'af_wijzen', 'ongerust', 'hongerig', 'erg', 'raken', 'storen', 'ongemak', 'frustreren', 'vervelen', 'nutteloos', 'moe', 'jagen', 'ernstig', 'teleur_stelling', 'vermoeiend', 'honger', 'last', 'verminderen', 'emotioneel', 'schuld_gevoel', 'twijfelen', 'stroef', 'betwijfelen', 'lastig', 'nutteloosheid', 'onzeker', 'zuur', 'angstig', 'smerig', 'onverwacht', 'ongeduldig', 'lui', 'af_wisselen', 'conflict', 'stresser', 'boos', 'eentonig', 'schuldig', 'bezorgen', 'eng', 'spijtig', 'low', 'onaangenaam', 'kwaad', 'uitdaging', 'pijnlijk', 'af_leiden', 'slecht', 'forceren', 'uit_dagen', 'geëmotioneerd', 'verlangen', 'pissig', 'schrik', 'beschadigen', 'frustrerend', 'onzekerheid', 'vermoeid']",3.956791335,179466,4.490495868,1.37661157,22.25
!hvce wpnv,861,105,"['content', 'energiek', 'gelukkig', 'verbinden', 'gemak', 'soelaas', 'waardevol', 'moed', 'kracht', 'veiligheid', 'gezellig', 'warm', 'opgelucht', 'vieren', 'troosten', 'vrij', 'plezier', 'interessant', 'gerust', 'empathisch', 'lekker', 'relaxed', 'zalig', 'benieuwd', 'goed', 'begripvol', 'nice', 'interesse', 'leuk', 'betrekken', 'voldoen', 'gezond', 'vertrouwen', 'fijn', 'ontspanning', 'op_warmen', 'aandachtig', 'energie', 'grappig', 'wakker', 'inspireren', 'betekenisvol', 'blij', 'excited', 'normaal', 'actief', 'motiverend', 'ontspannen', 'lief', 'ça_va', 'herstellen', 'dankbaar', 'samenhorigheid', 'voorzichtig', 'intiem', 'liefde', 'hopen', 'hoop', 'motivatie', 'concentreren', 'troost', 'interesseren', 'zeker', 'top', 'genieten', 'vrolijk', 'rust', 'uit_rusten', 'lustig', 'sukkelen', 'respect', 'tof', 'vrede', 'positief', 'welzijn', 'veilig', 'appreciatie', 'gerust_stellen', 'trots', 'attractie', 'ontspannend', 'bon', 'fantaseren', 'ondersteunen', 'motiveren', 'deugd', 'spannend', 'goesting', 'oké', 'relaxen', 'nostalgie', 'rustig', 'vriendelijk', 'power', 'tevreden', 'uit_kijken', 'dankbaarheid', 'geluk', 'verbinding', 'productief', 'verliefd', 'geduldig', 'enthousiast', 'zin', 'zelfvertrouwen']",3.409109934,279,77,"['rot', 'chaotisch', 'stresserend', 'stressen', 'triest', 'aan_doen', 'angst', 'op_jagen', 'afleiding', 'bang', 'pijn', 'confronteren', 'negatief', 'kwetsbaar', 'moedeloos', 'vrezen', 'verschrikkelijk', 'stress', 'verdrietig', 'onrustigheid', 'vermoeidheid', 'eenzaam', 'vervelend', 'verliezen', 'saai', 'teleur_stellen', 'missen', 'keuze_stress', 'bad', 'down', 'faal_angst', 'ongerust', 'uitzichtloos', 'erg', 'stressvol', 'raken', 'inspanning', 'compliceren', 'onrustig', 'ziek', 'frustreren', 'vervelen', 'moe', 'ergeren', 'vermoeiend', 'honger', 'drukken', 'last', 'op_fokken', 'emotioneel', 'twijfelen', 'verlaten', 'lastig', 'onzeker', 'angstig', 'zot', 'onverwacht', 'lui', 'boos', 'schuldig', 'woelig', 'kwaad', 'af_wachten', 'uitdaging', 'spannen', 'af_leiden', 'slecht', 'uit_dagen', 'onproductief', 'benauwd', 'doodop', 'onnozel', 'reserveren', 'bitter', 'irriteren', 'schrik', 'frustrerend']",3.545170078,184504,4.288169643,1.188214286,24.5
!jatb josf,1122,89,"['content', 'energiek', 'gelukkig', 'vertrouwd', 'gemak', 'moed', 'steunen', 'kracht', 'veiligheid', 'nieuwsgierigheid', 'amusant', 'gezellig', 'warm', 'vieren', 'vrij', 'plezier', 'interessant', 'gerust', 'rustgevend', 'kalm', 'lekker', 'overtuigen', 'benieuwd', 'goed', 'leuk', 'gezelligheid', 'voldoen', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'op_warmen', 'energie', 'grappig', 'rationeel', 'opgewekt', 'gezelschap', 'wakker', 'blij', 'normaal', 'actief', 'ontspannen', 'kalmeren', 'hoopvol', 'lief', 'op_pompen', 'verbondenheid', 'connectie', 'ça_va', 'amuseren', 'samenhorigheid', 'activeren', 'bevestigen', 'liefde', 'hopen', 'hoop', 'motivatie', 'happy', 'concentreren', 'troost', 'zeker', 'top', 'genieten', 'rust', 'uit_rusten', 'moeien', 'aangenaam', 'positief', 'verwelkomen', 'ontspannend', 'bon', 'amusement', 'motiveren', 'nostalgisch', 'plezant', 'spannend', 'vrijheid', 'goesting', 'oké', 'verzekeren', 'rustig', 'vriendelijk', 'tevreden', 'uit_kijken', 'geluk', 'op_fleuren', 'macht', 'vooruit_kijken', 'zin']",3.348071389,427,92,"['versleten', 'depressief', 'overwerken', 'chaotisch', 'ambeteren', 'ongelukkig', 'verveling', 'aan_doen', 'angst', 'afleiding', 'pijn', 'confronteren', 'negatief', 'ongeluk', 'triestig', 'vrezen', 'verschrikkelijk', 'stress', 'verdrietig', 'medelijden', 'vermoeidheid', 'in_trekken', 'vervelend', 'beu', 'gestresseerd', 'verliezen', 'saai', 'teleur_stellen', 'missen', 'passief', 'frustratie', 'bad', 'weg_gooien', 'kapot', 'spijt', 'wreed', 'haastig', 'paniek_reactie', 'overprikkeld', 'hongerig', 'erg', 'raken', 'twijfel', 'inspanning', 'bezorgdheid', 'burn-out', 'ziek', 'frustreren', 'heftig', 'uitputtend', 'gevecht', 'vervelen', 'nutteloos', 'moe', 'jagen', 'sluiten', 'ernstig', 'teleur_stelling', 'vermoeiend', 'honger', 'last', 'verminderen', 'trauma', 'emotioneel', 'irritant', 'twijfelen', 'verlaten', 'kwalijk', 'lastig', 'onzeker', 'angstig', 'lui', 'breken', 'conflict', 'bezorgen', 'ambetant', 'spijtig', 'verslaan', 'onduidelijk', 'kwaad', 'af_wachten', 'schuld', 'af_leiden', 'kwaadheid', 'slecht', 'spanning', 'depressie', 'schade', 'verlies', 'schrik', 'frustrerend', 'onzekerheid']",3.801985178,180948,3.852750929,1.221040892,20.4
!jfhq bazy,1460,96,"['content', 'focussen', 'gelukkig', 'verbinden', 'gemak', 'moed', 'draaglijk', 'gezellig', 'warm', 'vieren', 'troosten', 'vrij', 'avontuurlijk', 'plezier', 'interessant', 'boeien', 'evenwicht', 'gerust', 'op_peppen', 'kalm', 'lekker', 'chill', 'relaxed', 'zalig', 'benieuwd', 'goed', 'nice', 'leuk', 'voldoen', 'vertrouwen', 'zekerheid', 'fijn', 'op_warmen', 'energie', 'grappig', 'wakker', 'blij', 'verrassen', 'normaal', 'krachtig', 'ontspannen', 'hoopvol', 'lief', 'op_pompen', 'chillen', 'ça_va', 'geliefd', 'fier', 'amuseren', 'dankbaar', 'hopen', 'hoop', 'motivatie', 'happy', 'concentreren', 'zeker', 'top', 'genieten', 'vrolijk', 'rust', 'na_genieten', 'uit_rusten', 'sukkelen', 'aangenaam', 'tof', 'positief', 'gerust_stellen', 'trots', 'concentratie', 'geruststellend', 'ontspannend', 'bon', 'ondersteunen', 'motiveren', 'warmte', 'zinvol', 'deugd', 'plezant', 'spannend', 'goesting', 'oké', 'rustig', 'tevreden', 'verrijken', 'uit_kijken', 'neutraal', 'geluk', 'zelfzeker', 'productief', 'verliefd', 'enthousiast', 'zen', 'opluchting', 'indrukwekkend', 'zin', 'zelfvertrouwen']",3.032847714,322,80,"['stresserend', 'stresseren', 'aan_doen', 'verdriet', 'op_jagen', 'ongerustheid', 'pijn', 'neerslachtig', 'negatief', 'stress', 'verdrietig', 'confronterend', 'medelijden', 'vermoeidheid', 'verergeren', 'vervelend', 'hangerig', 'beu', 'vechten', 'gestresseerd', 'kut', 'verliezen', 'saai', 'teleur_stellen', 'missen', 'frustratie', 'bad', 'down', 'boosheid', 'spijt', 'gevoelig', 'achter_laten', 'ongerust', 'erg', 'raken', 'storen', 'ongemak', 'ziek', 'frustreren', 'moe', 'jagen', 'sluiten', 'vermoeiend', 'honger', 'last', 'zenuwachtig', 'emotioneel', 'schuld_gevoel', 'twijfelen', 'verkrampen', 'overstuur', 'af_wisselen', 'teneergeslagen', 'boos', 'eentonig', 'schuldig', 'bezorgen', 'eng', 'ambetant', 'overprikkelen', 'spijtig', 'shockeren', 'irritatie', 'kwaad', 'af_wachten', 'pijnlijk', 'overweldigen', 'schuld', 'af_leiden', 'slecht', 'uit_dagen', 'overwhelming', 'verwarring', 'onproductief', 'reserveren', 'irriteren', 'verlies', 'schrik', 'frustrerend', 'onzekerheid']",3.628193052,190948,3.636712963,0.582407407,24.5
!jkvd gsxb,605,114,"['content', 'energiek', 'spontaan', 'focussen', 'gelukkig', 'verbinden', 'gemak', 'vreugde', 'moed', 'nieuwsgierigheid', 'plezierig', 'gezellig', 'warm', 'vieren', 'troosten', 'vrij', 'plezier', 'hilarisch', 'interessant', 'evenwicht', 'verzadigen', 'gerust', 'kalm', 'lekker', 'chill', 'relaxed', 'zalig', 'goed', 'leuk', 'gezelligheid', 'onschuldig', 'betrekken', 'voldoen', 'gezond', 'vertrouwen', 'fijn', 'succesvol', 'ontspanning', 'engageren', 'energie', 'grappig', 'opgewekt', 'gezelschap', 'wakker', 'inspireren', 'blij', 'verrassen', 'normaal', 'actief', 'prima', 'stimuleren', 'ontspannen', 'lief', 'verbazen', 'geliefd', 'herstellen', 'fier', 'amuseren', 'dankbaar', 'intiem', 'liefde', 'hopen', 'motivatie', 'happy', 'vreugdevol', 'zeker', 'top', 'genieten', 'vrolijk', 'rust', 'na_genieten', 'uit_rusten', 'comfortabel', 'sukkelen', 'tof', 'goed_luimen', 'positief', 'veilig', 'gerust_stellen', 'trots', 'fantastisch', 'concentratie', 'lust', 'onbezorgd', 'bon', 'motiveren', 'nostalgisch', 'warmte', 'deugd', 'plezant', 'spannend', 'vrijheid', 'goesting', 'oké', 'fierheid', 'comfort', 'relaxen', 'pret', 'rustig', 'ongestoord', 'heerlijk', 'geweldig', 'tevreden', 'bevredigen', 'uit_kijken', 'nieuwsgierig', 'dankbaarheid', 'joviaal', 'geluk', 'productief', 'verliefd', 'geduldig', 'enthousiast', 'zin']",3.990449141,167,62,"['rot', 'chaotisch', 'moeheid', 'stresseren', 'ongelukkig', 'knagen', 'op_jagen', 'afleiding', 'bang', 'pijn', 'schrikken', 'vrezen', 'oncomfortabel', 'stress', 'vervelend', 'nerveus', 'hangerig', 'gestresseerd', 'miserie', 'saai', 'teleur_stellen', 'missen', 'bad', 'tegenzin', 'ongerust', 'erg', 'raken', 'twijfel', 'inspanning', 'bezorgdheid', 'ongemak', 'onrustig', 'ziek', 'frustreren', 'heftig', 'vervelen', 'moe', 'puzzelen', 'sluiten', 'ernstig', 'teleur_stelling', 'honger', 'drukken', 'zenuwachtig', 'schuld_gevoel', 'twijfelen', 'onzeker', 'belabberd', 'lazy', 'onverwacht', 'ongeduldig', 'breken', 'beschaamd', 'schuldig', 'bezorgen', 'twijfelachtig', 'uitdaging', 'pijnlijk', 'slecht', 'uit_dagen', 'verlangen', 'irriteren']",3.457685263,180732,6.205964912,1.434877193,23.8
!jsmk hzwq,979,98,"['content', 'energiek', 'spontaan', 'focussen', 'overheerlijk', 'gelukkig', 'vertrouwd', 'gemak', 'moed', 'helder', 'zelfmedelijd', 'gezellig', 'warm', 'vrij', 'plezier', 'welverdiend', 'interessant', 'boeien', 'luchtig', 'evenwicht', 'gerust', 'lekker', 'overtuigen', 'top_gevoel', 'zalig', 'benieuwd', 'nuchter', 'goed', 'nice', 'leuk', 'voldoen', 'gezond', 'vertrouwen', 'fijn', 'ontspanning', 'energie', 'grappig', 'relativeren', 'gezelschap', 'wakker', 'blij', 'excited', 'verrassen', 'normaal', 'actief', 'motiverend', 'ontspannen', 'lief', 'ça_va', 'gemoed_rust', 'fier', 'amuseren', 'dankbaar', 'beleven', 'liefde', 'hopen', 'motivatie', 'happy', 'concentreren', 'appreciëren', 'interesseren', 'optimistisch', 'zeker', 'top', 'genieten', 'rust', 'comfortabel', 'respect', 'aangenaam', 'tof', 'vrede', 'positief', 'appreciatie', 'gerust_stellen', 'trots', 'fantastisch', 'concentratie', 'opluchtend', 'ontspannend', 'bon', 'energy', 'motiveren', 'warmte', 'deugd', 'spannend', 'goesting', 'oké', 'rustig', 'heerlijk', 'geweldig', 'tevreden', 'uit_kijken', 'neutraal', 'dankbaarheid', 'geluk', 'productief', 'enthousiast', 'zin']",3.600838553,292,105,"['pittig', 'machteloos', 'moeizaam', 'onwennig', 'schok', 'stresserend', 'stresseren', 'stressen', 'ongelukkig', 'breinloos', 'aan_doen', 'falen', 'knagen', 'angst', 'op_jagen', 'afleiding', 'bang', 'onmacht', 'pijn', 'gek', 'negatief', 'schrikken', 'stress', 'verdrietig', 'onrustigheid', 'vermoeidheid', 'ellendig', 'eenzaam', 'onwetendheid', 'verergeren', 'vervelend', 'nerveus', 'teleurstellend', 'stressaanval', 'beu', 'vechten', 'gestresseerd', 'verliezen', 'miserie', 'saai', 'teleur_stellen', 'missen', 'frustratie', 'slaperig', 'enerveren', 'onveilig', 'dwars_zitten', 'onrust', 'erg', 'futloos', 'stressvol', 'raken', 'twijfel', 'inspanning', 'storen', 'ongemak', 'onrustig', 'ziek', 'frustreren', 'vervelen', 'moe', 'puzzelen', 'sluiten', 'teleur_stelling', 'ergeren', 'haten', 'overdrijven', 'vermoeiend', 'honger', 'supporteren', 'drukken', 'last', 'verminderen', 'bedroefd', 'lastig', 'zuur', 'onverwacht', 'gênant', 'boos', 'schuldig', 'bezorgen', 'ambetant', 'overprikkelen', 'spijtig', 'low', 'kwaad', 'af_wachten', 'uitdaging', 'overweldigen', 'spannen', 'schuld', 'af_leiden', 'slecht', 'blue', 'generen', 'spanning', 'forceren', 'paniek', 'verlangen', 'woede', 'reserveren', 'schrik', 'frustrerend', 'perfectionistisch', 'radeloos']",4.153548268,182457,4.680599078,1.259493088,21.16666667
!jukj haum,537,88,"['content', 'fun', 'energiek', 'spontaan', 'overheerlijk', 'gelukkig', 'gemak', 'moed', 'steunen', 'kracht', 'gezellig', 'warm', 'vieren', 'vrij', 'interessant', 'ongetwijfeld', 'gerust', 'op_peppen', 'lekker', 'relaxed', 'zalig', 'benieuwd', 'nuchter', 'goed', 'nice', 'leuk', 'gezond', 'vertrouwen', 'fijn', 'succesvol', 'ontspanning', 'energie', 'grappig', 'opgewekt', 'passie', 'gezelschap', 'wakker', 'blij', 'excited', 'focus', 'normaal', 'actief', 'krachtig', 'stimuleren', 'ontspannen', 'lief', 'chillen', 'op_wenden', 'ça_va', 'amuseren', 'dankbaar', 'samenhorigheid', 'levendig', 'waarderen', 'beleven', 'hopen', 'hoop', 'happy', 'concentreren', 'gastvrij', 'zeker', 'top', 'love', 'genieten', 'vrolijk', 'rust', 'uit_rusten', 'tof', 'positief', 'veilig', 'trots', 'fantastisch', 'accomplished', 'ontspannend', 'motiveren', 'warmte', 'spannend', 'oké', 'relaxen', 'rustig', 'heerlijk', 'capabel', 'geweldig', 'tevreden', 'productief', 'verliefd', 'zen', 'zin']",3.440652164,248,84,"['pittig', 'moeizaam', 'rot', 'slecht_gezind', 'stressen', 'triest', 'verdriet', 'triggeren', 'bang', 'pijn', 'confronteren', 'ongeluk', 'triestig', 'vrezen', 'verschrikkelijk', 'stress', 'verdrietig', 'walging', 'vervelend', 'hulpeloos', 'beu', 'kut', 'verliezen', 'teleur_stellen', 'wanhopig', 'awkward', 'missen', 'frustratie', 'beladen', 'kapot', 'spijt', 'gevoelig', 'ongerust', 'erg', 'raken', 'twijfel', 'inspanning', 'bezorgdheid', 'ziek', 'frustreren', 'heftig', 'vervelen', 'moe', 'ernstig', 'op_rommelen', 'haten', 'honger', 'droevig', 'zenuwachtig', 'schuld_gevoel', 'kop_zorg', 'war', 'kut_gevoel', 'verstoren', 'lastig', 'onzeker', 'angstig', 'zot', 'lui', 'breken', 'beschaamd', 'boos', 'schuldig', 'ambetant', 'langdradig', 'spijtig', 'eenzaamheid', 'verslaan', 'woelig', 'irritatie', 'onduidelijk', 'kwaad', 'af_leiden', 'kwaadheid', 'slecht', 'rommelig', 'spanning', 'hatelijk', 'ergernis', 'arrogant', 'irriteren', 'schrik', 'onzekerheid', 'radeloos']",4.020711931,179067,4.341774194,1.668629032,20.75
!jwnm eozm,856,65,"['energiek', 'focussen', 'gelukkig', 'gemak', 'veiligheid', 'warm', 'vieren', 'vrij', 'interessant', 'boeien', 'lekker', 'chill', 'relaxed', 'benieuwd', 'goed', 'interesse', 'leuk', 'voldoen', 'gezond', 'ontspanning', 'op_warmen', 'energie', 'wakker', 'verrassend', 'blij', 'normaal', 'actief', 'motiverend', 'ontspannen', 'kalmeren', 'chillen', 'romantiek', 'ça_va', 'herstellen', 'amuseren', 'hopen', 'concentreren', 'interesseren', 'zeker', 'genieten', 'rust', 'uit_rusten', 'comfortabel', 'sukkelen', 'moeien', 'aangenaam', 'tof', 'positief', 'concentratie', 'intrigeren', 'geruststellend', 'opluchtend', 'ontspannend', 'plezant', 'oké', 'verwonderen', 'rustig', 'geweldig', 'tevreden', 'uit_kijken', 'neutraal', 'sympathiek', 'enthousiast', 'opluchting', 'zin']",2.915427399,579,65,"['chaotisch', 'stresserend', 'stresseren', 'stressen', 'verveling', 'afleiding', 'pijn', 'ongeluk', 'oncomfortabel', 'stress', 'vermoeidheid', 'vervelend', 'beu', 'vechten', 'gestresseerd', 'verliezen', 'saai', 'awkward', 'missen', 'kapot', 'slaperig', 'gevoelig', 'grumpy', 'erg', 'raken', 'storen', 'heftig', 'uitputtend', 'vervelen', 'nutteloos', 'deprimeren', 'moe', 'ernstig', 'overdrijven', 'vermoeiend', 'honger', 'drukken', 'last', 'haat', 'zenuwachtig', 'emotioneel', 'irritant', 'twijfelen', 'kritiek', 'verkrampen', 'war', 'verstoren', 'lastig', 'onzeker', 'oninteressant', 'ongeduldig', 'ambetant', 'spijtig', 'irritatie', 'kwaad', 'lastig_vallen', 'pijnlijk', 'spannen', 'af_leiden', 'slecht', 'minderen', 'irriterend', 'absurd', 'irriteren', 'frustrerend']",2.830082437,190810,4.024255319,1.967553191,21
!kcef xfaj! ,1133,89,"['energiek', 'focussen', 'gelukkig', 'gemak', 'moed', 'steunen', 'respecteren', 'gezellig', 'warm', 'vieren', 'verrassing', 'vrij', 'plezier', 'interessant', 'gerust', 'empathisch', 'kalm', 'lekker', 'chill', 'cozy', 'zalig', 'benieuwd', 'goed', 'leuk', 'voldoen', 'gezond', 'hartverwarmend', 'vertrouwen', 'fijn', 'op_warmen', 'energie', 'grappig', 'opgewekt', 'relativeren', 'wakker', 'good', 'anticiperen', 'blij', 'excited', 'focus', 'normaal', 'actief', 'krachtig', 'ontspannen', 'kalmeren', 'lief', 'chillen', 'ça_va', 'cute', 'dankbaar', 'beleven', 'hopen', 'hoop', 'concentreren', 'vet', 'prettig', 'appreciëren', 'interesseren', 'optimistisch', 'zeker', 'top', 'genieten', 'rust', 'energievol', 'uit_rusten', 'verwarmen', 'verbazingwekkend', 'tof', 'positief', 'veilig', 'trots', 'geruststellend', 'deugd', 'plezant', 'spannend', 'goesting', 'oké', 'hulpvol', 'rustig', 'vriendelijk', 'tevreden', 'uit_kijken', 'neutraal', 'cool', 'geluk', 'moedig', 'productief', 'zin', 'zelfvertrouwen']",3.289255221,492,100,"['pittig', 'chaotisch', 'schok', 'ambeteren', 'stresserend', 'paniekerig', 'jaloers', 'stresseren', 'stressen', 'aan_doen', 'falen', 'knagen', 'angst', 'verdriet', 'bang', 'pijn', 'schamen', 'gek', 'ongeluk', 'schrikken', 'verschrikkelijk', 'stress', 'verdrietig', 'gemeen', 'in_trekken', 'nerveus', 'gestresseerd', 'kut', 'wazig', 'verliezen', 'vreselijk', 'saai', 'teleur_stellen', 'wanhopig', 'missen', 'frustratie', 'bad', 'kapot', 'enerveren', 'boosheid', 'faal_angst', 'piekeren', 'gevoelig', 'haastig', 'onrust', 'erg', 'raken', 'twijfel', 'inspanning', 'storen', 'onrustig', 'ziek', 'gevecht', 'moe', 'sluiten', 'sad', 'honger', 'meh', 'drukken', 'last', 'verminderen', 'droevig', 'bedriegen', 'emotioneel', 'twijfelen', 'neer_buigen', 'verlaten', 'jaloersheid', 'panikeren', 'verstoren', 'lastig', 'onzeker', 'angstig', 'zot', 'belabberd', 'ongeduldig', 'conflict', 'boos', 'schuldig', 'eng', 'ambetant', 'spijtig', 'ruw', 'irritatie', 'kwaad', 'af_wachten', 'pijnlijk', 'spannen', 'kwetsen', 'schuld', 'naïef', 'slecht', 'paniek', 'absurd', 'verslag', 'bitter', 'misbegrepen', 'irriteren', 'schrik', 'frustrerend']",3.731860957,184702,2.46,1.155833333,20.6
!kjho ethf,1077,87,"['content', 'gelukkig', 'vertrouwd', 'verbinden', 'gemak', 'steunen', 'kracht', 'verleiden', 'gezellig', 'warm', 'vieren', 'troosten', 'vrij', 'interessant', 'boeien', 'lekker', 'chill', 'trotseren', 'overtuigen', 'benieuwd', 'goed', 'leuk', 'gezond', 'vertrouwen', 'fijn', 'ontspanning', 'op_warmen', 'energie', 'grappig', 'gezelschap', 'wakker', 'good', 'blij', 'normaal', 'balanceren', 'prima', 'ontspannen', 'lief', 'chillen', 'ça_va', 'verbazen', 'herstellen', 'leutig', 'amuseren', 'alright', 'hopen', 'hoop', 'motivatie', 'happy', 'vet', 'prettig', 'interesseren', 'zeker', 'top', 'love', 'genieten', 'rust', 'uit_rusten', 'comfortabel', 'sukkelen', 'moeien', 'aangenaam', 'tof', 'positief', 'veilig', 'verband', 'trots', 'accepteren', 'verleiding', 'bon', 'motiveren', 'verstandig', 'motivation', 'plezant', 'spannend', 'goesting', 'oké', 'charme', 'rustig', 'vriendelijk', 'tevreden', 'cool', 'sympathiek', 'op_fleuren', 'productief', 'enthousiast', 'zin']",3.21679397,434,86,"['versleten', 'pittig', 'depressief', 'shitty', 'schok', 'stresserend', 'moeheid', 'stressen', 'verwarrend', 'aan_doen', 'afleiding', 'pijn', 'gek', 'confronteren', 'ongeluk', 'vrezen', 'verschrikkelijk', 'stress', 'verdrietig', 'vermoeidheid', 'eenzaam', 'pech', 'vervelend', 'beu', 'vechten', 'kut', 'verliezen', 'saai', 'teleur_stellen', 'zielig', 'negeren', 'missen', 'frustratie', 'kapot', 'slaperig', 'spijt', 'paranoia', 'erg', 'raken', 'twijfel', 'ziek', 'frustreren', 'vervelen', 'moe', 'sluiten', 'haten', 'overdrijven', 'vermoeiend', 'honger', 'supporteren', 'schaamte', 'drukken', 'last', 'haat', 'trauma', 'irritant', 'onbeleefd', 'twijfelen', 'war', 'bemoeien', 'bevreesd', 'lui', 'breken', 'af_wisselen', 'krap', 'gênant', 'boos', 'schuldig', 'eng', 'ambetant', 'spijtig', 'kwaad', 'af_wachten', 'schuld', 'blesseren', 'naïef', 'slecht', 'blue', 'spanning', 'paniek', 'onproductief', 'reserveren', 'irriteren', 'schrik', 'frustrerend', 'degoutant']",3.622834892,191839,2.108244275,0.806870229,16.33333333
