connectionId,positive_similarity_results,negative_similarity_results
221877,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9318137697493686], 'mean_sim': np.float64(0.9318137697493686)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9323012898902184], 'mean_sim': np.float64(0.9323012898902184)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.8949952938300663], 'mean_sim': np.float64(0.8949952938300663)}}",{}
221877,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9279306571340435], 'mean_sim': np.float64(0.9279306571340435)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8594298379179077], 'mean_sim': np.float64(0.8594298379179077)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.973209080363237], 'mean_sim': np.float64(0.973209080363237)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8798128810270643], 'mean_sim': np.float64(0.8798128810270643)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8875644183533029], 'mean_sim': np.float64(0.8875644183533029)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9177577745500342], 'mean_sim': np.float64(0.9177577745500342)}}",{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.8875609810722064, 0.926630215018729, 0.9404642975711116, 0.9347501019013235, 0.8732201209920123, 0.9275199345016845], 'mean_sim': np.float64(0.9150242751761778)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8860489948186293, 0.8485844370700049, 0.8405302258757306], 'mean_sim': np.float64(0.8583878859214549)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9006093132920415], 'mean_sim': np.float64(0.9006093132920415)}}",{}
221877,{},{}
221877,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.9352512901441125], 'mean_sim': np.float64(0.9352512901441125)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9443687627329931], 'mean_sim': np.float64(0.9443687627329931)}}",{}
221877,{},{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.887676406746045, 0.8796042953048384, 0.9793291571845489, 0.9151073929288939, 0.8882128081710536, 0.9002407368923606], 'mean_sim': np.float64(0.9083617995379568)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.86584025671481], 'mean_sim': np.float64(0.86584025671481)}}",{}
221877,{},{}
221877,"{'gemak': {'n_occurrences': 2, 'pairwise_sims': [0.9503979518823097], 'mean_sim': np.float64(0.9503979518823097)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9535963390342543], 'mean_sim': np.float64(0.9535963390342543)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9001061720008751, 0.9882171967891908, 0.8870209437950415], 'mean_sim': np.float64(0.9251147708617024)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.939887533346101], 'mean_sim': np.float64(0.939887533346101)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8825374722551005], 'mean_sim': np.float64(0.8825374722551005)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9634030050995676], 'mean_sim': np.float64(0.9634030050995676)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9180821859418196], 'mean_sim': np.float64(0.9180821859418196)}}",{}
221877,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.922472143267197], 'mean_sim': np.float64(0.922472143267197)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9070939029811279], 'mean_sim': np.float64(0.9070939029811279)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.8240544402581571, 0.9047569348289252, 0.8976273945108466, 0.8490213523309206, 0.7864760190498269, 0.9163059597077978], 'mean_sim': np.float64(0.8630403501144124)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8499640198674883], 'mean_sim': np.float64(0.8499640198674883)}, 'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9761670988627097], 'mean_sim': np.float64(0.9761670988627097)}}",{}
221877,"{'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9485577675992706], 'mean_sim': np.float64(0.9485577675992706)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8769592927135985], 'mean_sim': np.float64(0.8769592927135985)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9227117980566307, 0.9037553720552016, 0.9414488388263357], 'mean_sim': np.float64(0.922638669646056)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9709144417868086], 'mean_sim': np.float64(0.9709144417868086)}, 'zeker': {'n_occurrences': 2, 'pairwise_sims': [0.8410390984649255], 'mean_sim': np.float64(0.8410390984649255)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9613460375540287], 'mean_sim': np.float64(0.9613460375540287)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 5, 'pairwise_sims': [0.8940763373026769, 0.8987477679143813, 0.8403831086373119, 0.9760262510693031, 0.9454942449514582, 0.889218769847483, 0.89122256862604, 0.8838666228125066, 0.8946750288736082, 0.8443922316811185], 'mean_sim': np.float64(0.8958102931715887)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.938055915287912], 'mean_sim': np.float64(0.938055915287912)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9704284701627894], 'mean_sim': np.float64(0.9704284701627894)}}",{}
221877,"{'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9684068822891996], 'mean_sim': np.float64(0.9684068822891996)}, 'genieten': {'n_occurrences': 3, 'pairwise_sims': [0.9523746658379203, 0.891067791847925, 0.9137277842556579], 'mean_sim': np.float64(0.9190567473138344)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8945402678630269], 'mean_sim': np.float64(0.8945402678630269)}, 'lekker': {'n_occurrences': 4, 'pairwise_sims': [0.9315328123032343, 0.9310523270270998, 0.9168041765111521, 0.9550419037098581, 0.9045578079924821, 0.9118120821726532], 'mean_sim': np.float64(0.9251335182860799)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9494418389041575], 'mean_sim': np.float64(0.9494418389041575)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.845334481515457], 'mean_sim': np.float64(0.845334481515457)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9248806509978946, 0.9733134921957965, 0.8907693093210438], 'mean_sim': np.float64(0.9296544841715783)}, 'lekker': {'n_occurrences': 3, 'pairwise_sims': [0.9298352712123867, 0.9408802481952656, 0.908916770587438], 'mean_sim': np.float64(0.9265440966650301)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9738311460488176], 'mean_sim': np.float64(0.9738311460488176)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9445157281612935], 'mean_sim': np.float64(0.9445157281612935)}}"
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9706823934849398, 0.9103853427911008, 0.8854203539955782], 'mean_sim': np.float64(0.9221626967572063)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9067576897036289], 'mean_sim': np.float64(0.9067576897036289)}, 'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9616221778439067], 'mean_sim': np.float64(0.9616221778439067)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8893789953782548], 'mean_sim': np.float64(0.8893789953782548)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9459589796479604], 'mean_sim': np.float64(0.9459589796479604)}}",{}
221877,"{'normaal': {'n_occurrences': 3, 'pairwise_sims': [0.9147365437927634, 0.8768477461626394, 0.937126211050318], 'mean_sim': np.float64(0.909570167001907)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8886043704933334], 'mean_sim': np.float64(0.8886043704933334)}, 'blij': {'n_occurrences': 3, 'pairwise_sims': [0.9419847194488025, 0.9702752251997835, 0.9395541774694962], 'mean_sim': np.float64(0.950604707372694)}, 'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.8885541313559273], 'mean_sim': np.float64(0.8885541313559273)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.839877518133485], 'mean_sim': np.float64(0.839877518133485)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8782023993221987], 'mean_sim': np.float64(0.8782023993221987)}}",{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.935443189893254, 0.9070536671357254, 0.9030382983237012, 0.9324839973406202, 0.9142404682172901, 0.9382111182218067], 'mean_sim': np.float64(0.9217451231887329)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9531353631019974], 'mean_sim': np.float64(0.9531353631019974)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8168552109845616], 'mean_sim': np.float64(0.8168552109845616)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9522681209202416], 'mean_sim': np.float64(0.9522681209202416)}, 'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.9824172486350281, 0.8772724762974399, 0.8851677223181497], 'mean_sim': np.float64(0.9149524824168725)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9090415836191373], 'mean_sim': np.float64(0.9090415836191373)}, 'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9057110079374439], 'mean_sim': np.float64(0.9057110079374439)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9821367047335734, 0.8188260625976608, 0.8203785451032387], 'mean_sim': np.float64(0.8737804374781577)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9791509542202681], 'mean_sim': np.float64(0.9791509542202681)}}",{}
221877,"{'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9569263116094505], 'mean_sim': np.float64(0.9569263116094505)}}",{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.9193992972871335, 0.9727935333329483, 0.9610049345255127, 0.9023325102461379, 0.870621530573079, 0.9857728260692142], 'mean_sim': np.float64(0.9353207720056709)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9154864244301946], 'mean_sim': np.float64(0.9154864244301946)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8719276474182001, 0.8567188468605925, 0.8865806995524912, 0.8522874400236434, 0.871478710319731, 0.8970380559273708], 'mean_sim': np.float64(0.8726719000170048)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8696783042463374], 'mean_sim': np.float64(0.8696783042463374)}}",{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8966679638497635, 0.9256075567001332, 0.9348188459265543], 'mean_sim': np.float64(0.9190314554921505)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8831556478516976, 0.8716085091108369, 0.8907115016479346], 'mean_sim': np.float64(0.881825219536823)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8964038857118501], 'mean_sim': np.float64(0.8964038857118501)}}",{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8967052543834777], 'mean_sim': np.float64(0.8967052543834777)}}",{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.894849215940764], 'mean_sim': np.float64(0.894849215940764)}}",{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9480030070107591], 'mean_sim': np.float64(0.9480030070107591)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},"{'raken': {'n_occurrences': 2, 'pairwise_sims': [0.8509629467644027], 'mean_sim': np.float64(0.8509629467644027)}}"
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'productief': {'n_occurrences': 2, 'pairwise_sims': [0.9677934496979966], 'mean_sim': np.float64(0.9677934496979966)}}",{}
222442,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9550819111972095], 'mean_sim': np.float64(0.9550819111972095)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8374920819202678], 'mean_sim': np.float64(0.8374920819202678)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},"{'kapot': {'n_occurrences': 2, 'pairwise_sims': [0.8249576606024416], 'mean_sim': np.float64(0.8249576606024416)}}"
222442,"{'interessant': {'n_occurrences': 2, 'pairwise_sims': [0.8939959752128436], 'mean_sim': np.float64(0.8939959752128436)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.940742815649047], 'mean_sim': np.float64(0.940742815649047)}}",{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8518241298857437], 'mean_sim': np.float64(0.8518241298857437)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'zeker': {'n_occurrences': 2, 'pairwise_sims': [0.924329036268606], 'mean_sim': np.float64(0.924329036268606)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9094484757428579], 'mean_sim': np.float64(0.9094484757428579)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9215904206952581], 'mean_sim': np.float64(0.9215904206952581)}, 'tevreden': {'n_occurrences': 2, 'pairwise_sims': [0.9242494849619768], 'mean_sim': np.float64(0.9242494849619768)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9192857554540065], 'mean_sim': np.float64(0.9192857554540065)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.896082077964992], 'mean_sim': np.float64(0.896082077964992)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'tof': {'n_occurrences': 2, 'pairwise_sims': [0.8535253855128375], 'mean_sim': np.float64(0.8535253855128375)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'zeker': {'n_occurrences': 2, 'pairwise_sims': [0.9298762067507953], 'mean_sim': np.float64(0.9298762067507953)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9472083599961155], 'mean_sim': np.float64(0.9472083599961155)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'tof': {'n_occurrences': 2, 'pairwise_sims': [0.8878792628126352], 'mean_sim': np.float64(0.8878792628126352)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.90535317044941], 'mean_sim': np.float64(0.90535317044941)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9030724322835865], 'mean_sim': np.float64(0.9030724322835865)}}",{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222442,{},{}
222454,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9844099671512292], 'mean_sim': np.float64(0.9844099671512292)}, 'gemak': {'n_occurrences': 2, 'pairwise_sims': [0.9383966455157187], 'mean_sim': np.float64(0.9383966455157187)}}",{}
222454,{},{}
222454,{},"{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9441045662449196], 'mean_sim': np.float64(0.9441045662449196)}, 'irriteren': {'n_occurrences': 2, 'pairwise_sims': [0.9556164125890431], 'mean_sim': np.float64(0.9556164125890431)}}"
222454,{},{}
222454,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8176694081234298], 'mean_sim': np.float64(0.8176694081234298)}, 'gemak': {'n_occurrences': 2, 'pairwise_sims': [0.9276435001413054], 'mean_sim': np.float64(0.9276435001413054)}}",{}
222454,"{'gezellig': {'n_occurrences': 4, 'pairwise_sims': [0.9741490147798424, 0.91490866999399, 0.9140597486952016, 0.9129982557270239, 0.9019702880271315, 0.9760837332143761], 'mean_sim': np.float64(0.9323616184062611)}}",{}
222454,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9191185245071267, 0.876169832441779, 0.8894327642208326, 0.9147233351671569, 0.9088003035711381, 0.9383979164009593], 'mean_sim': np.float64(0.9077737793848323)}}",{}
222454,"{'bon': {'n_occurrences': 2, 'pairwise_sims': [0.9358195525503337], 'mean_sim': np.float64(0.9358195525503337)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9576625540984337], 'mean_sim': np.float64(0.9576625540984337)}}",{}
222454,{},{}
222454,{},"{'vermoeiend': {'n_occurrences': 2, 'pairwise_sims': [0.9482898623174674], 'mean_sim': np.float64(0.9482898623174674)}}"
222454,"{'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.8993048144074519], 'mean_sim': np.float64(0.8993048144074519)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8388577063074112], 'mean_sim': np.float64(0.8388577063074112)}}",{}
222454,"{'gezellig': {'n_occurrences': 3, 'pairwise_sims': [0.9215330912141506, 0.886680214882884, 0.9153577129174757], 'mean_sim': np.float64(0.9078570063381702)}}",{}
222454,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8775732282833841, 0.9038880814923215, 0.9000639308453401, 0.9524041316094269, 0.888836084468885, 0.9173354813171358], 'mean_sim': np.float64(0.9066834896694157)}, 'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.8774207570918938], 'mean_sim': np.float64(0.8774207570918938)}}",{}
222454,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.8807469202276295], 'mean_sim': np.float64(0.8807469202276295)}, 'bon': {'n_occurrences': 2, 'pairwise_sims': [0.9365740320451271], 'mean_sim': np.float64(0.9365740320451271)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9813972140320767], 'mean_sim': np.float64(0.9813972140320767)}}",{}
